saleprice,x0_20,x0_30,x0_40,x0_45,x0_50,x0_60,x0_70,x0_75,x0_80,x0_85,x0_90,x0_120,x0_150,x0_160,x0_180,x0_190,x1_A (agr),x1_C (all),x1_FV,x1_I (all),x1_RH,x1_RL,x1_RM,x2_Bnk,x2_HLS,x2_Low,x2_Lvl,x3_Corner,x3_CulDSac,x3_FR2,x3_FR3,x3_Inside,x4_Blmngtn,x4_Blueste,x4_BrDale,x4_BrkSide,x4_ClearCr,x4_CollgCr,x4_Crawfor,x4_Edwards,x4_Gilbert,x4_Greens,x4_GrnHill,x4_IDOTRR,x4_MeadowV,x4_Mitchel,x4_NAmes,x4_NPkVill,x4_NWAmes,x4_NoRidge,x4_NridgHt,x4_OldTown,x4_SWISU,x4_Sawyer,x4_SawyerW,x4_Somerst,x4_StoneBr,x4_Timber,x4_Veenker,x5_1Fam,x5_2fmCon,x5_Duplex,x5_Twnhs,x5_TwnhsE,x6_1.5Fin,x6_1.5Unf,x6_1Story,x6_2.5Fin,x6_2.5Unf,x6_2Story,x6_SFoyer,x6_SLvl,x7_Flat,x7_Gable,x7_Gambrel,x7_Hip,x7_Mansard,x7_Shed,x8_AsbShng,x8_AsphShn,x8_BrkComm,x8_BrkFace,x8_CBlock,x8_CemntBd,x8_HdBoard,x8_ImStucc,x8_MetalSd,x8_Plywood,x8_Stone,x8_Stucco,x8_VinylSd,x8_Wd Sdng,x8_WdShing,x9_AsbShng,x9_AsphShn,x9_Brk Cmn,x9_BrkFace,x9_CBlock,x9_CmentBd,x9_HdBoard,x9_ImStucc,x9_MetalSd,x9_Plywood,x9_Stone,x9_Stucco,x9_VinylSd,x9_Wd Sdng,x9_Wd Shng,x10_BrkCmn,x10_BrkFace,x10_None,x10_Stone,x11_BrkTil,x11_CBlock,x11_PConc,x11_Slab,x11_Stone,x11_Wood,x12_N,x12_Y,x13_2Types,x13_Attchd,x13_Basment,x13_BuiltIn,x13_CarPort,x13_Detchd,x13_NA,x14_COD,x14_CWD,x14_Con,x14_ConLD,x14_ConLI,x14_ConLw,x14_New,x14_Oth,x14_WD ,lot_shape,overall_qual,overall_cond,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating_qc,electrical,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,totrms_abvgrd,fireplaces,fireplace_qu,garage_finish,garage_cars,paved_drive,exter_qual_cond,bsmt_qual_cond,bsmt_total_bath,total_bath,lot_frontage,lot_area,mas_vnr_area,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,gr_liv_area,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,property_age,garage_age,age_remod_add,1st_flr_sf_total_bsmt_sf,bsmtfin_sf_1_total_bsmt_sf,gr_liv_area_2nd_flr_sf,gr_liv_area_1st_flr_sf
130500,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0447064586785662,-0.08768275818639727,2.18500756365661,0.988341633850455,-0.23215219314830488,-0.6353209379897958,0.09911508622558537,-0.5793313465053405,1.1506743456247235,-0.28756221289728456,0.8684556889797931,0.2802126640677297,-0.8154437508926827,-0.24892810292843115,0.7452415060281535,1.2488862022700544,0.18900148867528554,0.7082207361067483,-0.292364007629229,-0.9173038674625575,-0.9657277839997109,0.29202017217037857,0.2823742349394143,0.3090709542241017,-0.1866334675796228,-0.22800891219899647,-0.8825609703128559,1.1288589036337824,-1.761719220617458,0.4978014352259133,1.104454739902711,0.22127749521564458,-0.2868045471721387,-0.8555154794636896,-0.7693708843726157,-1.148841215977509,0.9909593519413369,-0.048777091360444044,-0.0012115534550334937,-0.7548593975141346,-0.030991703607178945,-0.3929283808994286,-0.09867461229890727,-0.28391560049310716,-0.07144583752662706,0.11133883123965398,0.6723316779650882,-0.8185331264212258,-0.22271926761909452,0.500104865827368,-0.6784396370463567
220000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0447064586785662,0.6163582119573244,-0.5222862255033951,0.988341633850455,-0.23215219314830488,0.6035548910903061,0.09911508622558537,-0.5793313465053405,1.1506743456247235,-0.28756221289728456,0.8684556889797931,0.2802126640677297,1.1147540293995344,-0.24892810292843115,0.7452415060281535,1.2488862022700544,1.4078378605261435,0.7082207361067483,0.9932527561202392,0.6429700005578675,0.6988061797233965,0.29202017217037857,0.2823742349394143,0.3090709542241017,-0.1866334675796228,-0.22800891219899647,1.061803346260726,1.1288589036337824,-0.4536481314979037,0.20268682588380793,0.19610222014058434,0.4567906867121644,-0.2868045471721387,-0.6684264952027137,-0.3340920362014887,-0.6593385387532333,2.0562575933616523,1.26681038730603,0.3873666819411674,-0.7548593975141346,0.44912567194665876,-0.3929283808994286,-0.09867461229890727,-0.28391560049310716,-0.7627521439235092,-0.7145578592815832,-0.5016506595888144,-0.518183299215467,0.0363492616685969,2.0034120702923572,0.07376072252575021
109000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7176304922127741,-0.791723728330119,1.2825763006032749,-0.6962614839924641,2.39036706462358,-0.6353209379897958,0.09911508622558537,-0.5793313465053405,1.1506743456247235,-0.28756221289728456,-1.2067163293264083,0.2802126640677297,1.1147540293995344,-0.24892810292843115,-1.0632112152668318,-0.7352802374179661,0.18900148867528554,0.7082207361067483,-0.9351723895039631,-0.9173038674625575,-0.9657277839997109,-0.815222980642307,-1.0242048521531306,0.3090709542241017,-0.1866334675796228,-0.22800891219899647,1.061803346260726,-1.2009238147435406,0.30685831566462785,-0.31758930021560744,-0.567608178640312,0.6696583790263265,-0.2868045471721387,-0.5570640045711804,-0.000686961006582916,-0.28440031790059667,-0.7743920195551854,-0.9121953121959837,-1.0605498380470573,-0.7548593975141346,0.0970395965405111,-0.3929283808994286,-0.09867461229890727,-0.28391560049310716,0.6856991647175772,0.9747762804209474,1.7205301936382154,-0.24149910019964066,0.29001488807756104,-0.655793978005909,-0.6393354539167976
174000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7176304922127741,-0.791723728330119,-0.5222862255033951,-0.6962614839924641,-0.23215219314830488,0.6035548910903061,0.09911508622558537,-0.5793313465053405,-1.1976991631384175,-0.28756221289728456,-0.1691303201733076,0.2802126640677297,-0.8154437508926827,-0.24892810292843115,0.7452415060281535,1.2488862022700544,0.18900148867528554,-0.8022813026209258,0.3504443742455051,-0.9173038674625575,-0.9657277839997109,1.3992633249830642,0.2823742349394143,0.3090709542241017,-0.1866334675796228,-0.22800891219899647,-0.8825609703128559,1.1288589036337824,0.4589596050971342,-0.04360635425849235,-0.567608178640312,-0.9857276112040195,-0.2868045471721387,-0.4278835154386019,-1.55889262493833,-1.0993702007261195,0.8645283518606841,-0.12038760730651961,-0.3481564064873557,0.040941477237690004,-0.7351638544194742,-0.3929283808994286,-0.09867461229890727,-0.28391560049310716,-1.0590262752364588,-1.0524246872220895,-0.5016506595888144,-1.0525452639905581,-0.7356963548211081,0.3919267661224777,-0.6766476300772184
138500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0447064586785662,-0.08768275818639727,2.18500756365661,-0.6962614839924641,-0.23215219314830488,-1.8741967670698978,2.2637885693923705,-0.5793313465053405,-1.1976991631384175,-0.28756221289728456,-1.2067163293264083,0.2802126640677297,-0.8154437508926827,-0.24892810292843115,0.7452415060281535,-0.7352802374179661,0.18900148867528554,-0.8022813026209258,-0.292364007629229,-0.9173038674625575,-0.9657277839997109,-0.815222980642307,0.2823742349394143,-3.4134159797397112,-0.1866334675796228,-1.6534997449545543,-0.8825609703128559,0.35226466417467467,0.7327419260756455,0.602439602884003,-0.567608178640312,-0.9857276112040195,-0.2868045471721387,0.22247342984955212,-0.8828212224597711,-0.8728450256276514,0.663175277658163,-0.11834159256520316,0.04042182890884517,-0.7548593975141346,0.2090669841697399,-0.3929283808994286,-0.09867461229890727,-0.28391560049310716,2.4304246046716136,0.8246132457807225,3.355719878088294,-0.7832931490007491,-0.7356963548211081,0.26384321611066053,-0.5666935256083941
190000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0447064586785662,-0.08768275818639727,0.3801450375499399,0.988341633850455,-0.23215219314830488,-0.6353209379897958,0.09911508622558537,-0.5793313465053405,0.6809996438720953,1.8246660594155055,0.8684556889797931,0.2802126640677297,-0.8154437508926827,-0.24892810292843115,0.7452415060281535,1.2488862022700544,-1.0298348831755724,0.7082207361067483,-0.292364007629229,0.6429700005578675,1.2536508342977657,1.3992633249830642,0.2823742349394143,0.3090709542241017,-0.1866334675796228,-0.22800891219899647,-0.8825609703128559,1.1288589036337824,2.405856109833215,0.9313648736420927,-0.567608178640312,-0.42638378139978494,4.168599946244432,-0.04256929785349697,1.064357029199366,1.8793056649364939,-0.7743920195551854,0.7880429378379818,0.47525937804268903,-0.7548593975141346,-0.7351638544194742,-0.3929283808994286,-0.09867461229890727,-0.28391560049310716,0.2577476417099835,0.4867464178402164,0.9658272623535639,1.462269099878614,-0.23828546888591426,-0.655793978005909,1.4885489204340303
140000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7176304922127741,-0.08768275818639727,-0.5222862255033951,-0.6962614839924641,-0.23215219314830488,0.6035548910903061,0.09911508622558537,2.2281974865590017,1.1506743456247235,-0.28756221289728456,-0.1691303201733076,0.2802126640677297,1.1147540293995344,-0.24892810292843115,0.7452415060281535,-0.7352802374179661,-1.0298348831755724,-0.8022813026209258,-0.9351723895039631,-0.9173038674625575,-0.9657277839997109,1.3992633249830642,0.2823742349394143,0.3090709542241017,-0.1866334675796228,-0.22800891219899647,1.061803346260726,0.35226466417467467,-0.6970101945899138,-0.9365284339814945,-0.09318202182187638,0.2529811940709453,-0.2868045471721387,-1.283147443488777,-1.1814966023218743,-0.24534425322844705,-0.7743920195551854,-0.881505091076237,0.2300850152331813,-0.7548593975141346,-0.030991703607178945,-0.3929283808994286,-0.09867461229890727,-0.28391560049310716,-1.157784319007442,-1.127506204542202,-0.5016506595888144,-0.7592724973744034,-0.3384980335825048,-0.655793978005909,-0.6115684754794234
142000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0447064586785662,-0.791723728330119,-0.5222862255033951,-0.6962614839924641,-0.23215219314830488,-0.6353209379897958,0.09911508622558537,-0.5793313465053405,-0.2583497596331611,-0.28756221289728456,-2.2443023384795087,0.2802126640677297,1.1147540293995344,-0.24892810292843115,-1.0632112152668318,-0.7352802374179661,0.18900148867528554,-0.8022813026209258,-0.292364007629229,-0.9173038674625575,-0.9657277839997109,0.29202017217037857,0.2823742349394143,0.3090709542241017,-0.1866334675796228,-0.22800891219899647,1.061803346260726,-1.2009238147435406,-1.761719220617458,0.3000382130643148,0.4738150924245466,1.2788223070317482,-0.2868045471721387,-0.8644244787142122,0.30261904489989383,0.05668931356951024,-0.7743920195551854,-0.6441673810835294,0.2578406034757671,-0.7548593975141346,-0.7351638544194742,-0.3929283808994286,-0.09867461229890727,-0.28391560049310716,0.4881830771756109,0.74953172846061,-0.5435786002157396,0.04534325565752047,0.8413671881587512,-0.655793978005909,-0.38362449341767235
112500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7176304922127741,-0.791723728330119,-0.5222862255033951,-0.6962614839924641,-0.23215219314830488,-0.6353209379897958,0.09911508622558537,-0.5793313465053405,-0.2583497596331611,-0.28756221289728456,-1.2067163293264083,0.2802126640677297,-0.8154437508926827,-0.24892810292843115,-1.0632112152668318,-0.7352802374179661,-1.0298348831755724,-0.8022813026209258,-0.292364007629229,-0.9173038674625575,-0.9657277839997109,-0.815222980642307,-1.0242048521531306,0.3090709542241017,-0.1866334675796228,-0.22800891219899647,-0.8825609703128559,-1.2009238147435406,-1.761719220617458,0.828038326469968,-0.567608178640312,-0.32447903507917536,-0.2868045471721387,0.12447443809380287,-0.30862359295743336,-0.6306974246603236,-0.7743920195551854,-1.1843152727910708,-0.2556377790120698,-0.7548593975141346,4.450103801561973,-0.3929283808994286,-0.09867461229890727,-0.28391560049310716,0.6198604688702551,0.899694763100835,-0.5435786002157396,-0.49847462179896673,-0.3775277012821267,-0.655793978005909,-0.8684210687541326
135000,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0447064586785662,-0.791723728330119,-0.5222862255033951,-0.6962614839924641,-0.23215219314830488,0.6035548910903061,0.09911508622558537,1.292354542204221,-0.2583497596331611,-0.28756221289728456,-1.2067163293264083,0.2802126640677297,-0.8154437508926827,3.7097537669431246,-1.0632112152668318,3.233052641958075,2.6266742323770016,-2.3127833413485996,1.6360611379949734,2.203243868578292,0.6988061797233965,-0.815222980642307,0.2823742349394143,0.3090709542241017,-0.1866334675796228,-0.22800891219899647,0.08962118797393494,0.35226466417467467,0.3676988314376304,0.2193006853726968,0.5432433104955372,0.4862298356492294,-0.2868045471721387,-0.41452001656281795,-0.04004728238375929,-0.3286638578623663,1.660575389405535,1.1808777681707392,0.1329404563841311,1.9110735329044777,-0.7351638544194742,-0.3929283808994286,-0.09867461229890727,-0.28391560049310716,0.06023155416801717,0.26150186587987895,-0.5435786002157396,-0.27626896416860286,0.1616899709822462,1.5864196287397638,0.270102431273432
